Date,Open,High,Low,Close,Volume
"09/28/2022,""92.73"",""93.18"",""91.80"",""93.13"",""7,247"""
"09/27/2022,""93.55"",""93.77"",""92.91"",""92.91"",""6,838"""
"09/26/2022,""93.07"",""93.56"",""92.44"",""92.86"",""8,632"""
"09/23/2022,""93.76"",""93.83"",""92.67"",""92.80"",""7,864"""
"09/22/2022,""93.84"",""94.68"",""93.69"",""93.81"",""6,596"""
"09/21/2022,""94.93"",""95.71"",""94.86"",""95.69"",""8,396"""
"09/20/2022,""95.77"",""95.77"",""94.43"",""94.66"",""17,945"""
"09/19/2022,""95.00"",""95.13"",""94.10"",""94.75"",""4,352"""
"09/16/2022,""95.19"",""95.45"",""94.38"",""94.52"",""37,062"""
"09/15/2022,""97.19"",""97.35"",""95.90"",""96.26"",""10,247"""
"09/14/2022,""97.22"",""97.26"",""96.50"",""96.87"",""2,623"""
"09/13/2022,""99.20"",""99.69"",""97.45"",""97.44"",""11,259"""
"09/12/2022,""98.34"",""99.28"",""97.70"",""99.16"",""4,061"""
"09/09/2022,""97.47"",""98.54"",""97.39"",""98.51"",""4,847"""
"09/08/2022,""97.15"",""97.78"",""96.30"",""97.72"",""26,445"""
"09/07/2022,""96.27"",""96.80"",""96.10"",""96.56"",""11,212"""
"09/06/2022,""97.00"",""97.57"",""96.35"",""96.80"",""20,371"""
"09/05/2022,""97.32"",""97.37"",""96.70"",""97.17"",""2,335"""
"09/02/2022,""97.06"",""97.94"",""96.72"",""97.68"",""2,366"""
"09/01/2022,""96.50"",""97.05"",""95.95"",""96.29"",""7,638"""
"08/31/2022,""98.36"",""98.48"",""97.16"",""97.10"",""3,149"""
"08/30/2022,""99.17"",""99.64"",""97.61"",""97.69"",""9,254"""
"08/29/2022,""99.45"",""99.45"",""98.50"",""98.76"",""5,054"""
"08/26/2022,""102.53"",""102.63"",""100.35"",""100.37"",""2,562"""
"08/25/2022,""101.90"",""102.12"",""101.30"",""101.87"",""964"""
"08/24/2022,""101.01"",""101.58"",""100.68"",""101.37"",""1,474"""
"08/23/2022,""101.37"",""101.73"",""100.84"",""100.89"",""5,422"""
"08/22/2022,""102.03"",""102.03"",""101.13"",""101.55"",""3,393"""
"08/19/2022,""102.65"",""102.73"",""102.10"",""102.07"",""3,113"""
"08/18/2022,""102.00"",""102.66"",""101.95"",""102.64"",""2,877"""
"08/17/2022,""103.22"",""103.22"",""102.00"",""102.03"",""4,009"""
"08/16/2022,""102.84"",""103.20"",""102.35"",""102.74"",""12,316"""
"08/12/2022,""100.70"",""101.30"",""100.44"",""101.30"",""4,386"""
"08/11/2022,""100.51"",""100.90"",""100.09"",""100.47"",""1,880"""
"08/10/2022,""98.79"",""102.55"",""98.70"",""99.66"",""4,862"""
"08/09/2022,""99.73"",""99.77"",""98.78"",""98.99"",""1,494"""
"08/08/2022,""100.11"",""100.53"",""99.77"",""99.97"",""2,390"""
"08/05/2022,""99.66"",""99.76"",""99.01"",""99.26"",""9,262"""
"08/04/2022,""99.73"",""100.17"",""99.36"",""99.43"",""3,207"""
"08/03/2022,""98.72"",""99.86"",""98.59"",""99.79"",""3,925"""
"08/02/2022,""98.60"",""99.02"",""97.95"",""98.98"",""4,992"""
"08/01/2022,""98.97"",""99.29"",""98.35"",""98.89"",""7,864"""
"07/29/2022,""98.20"",""99.20"",""98.19"",""98.55"",""9,700"""
"07/28/2022,""97.00"",""98.00"",""96.75"",""98.02"",""5,210"""
"07/27/2022,""96.28"",""96.94"",""96.06"",""96.70"",""5,367"""
"07/26/2022,""95.87"",""96.50"",""95.73"",""95.81"",""2,668"""
"07/25/2022,""95.87"",""96.26"",""95.45"",""95.97"",""10,058"""
"07/22/2022,""96.26"",""96.85"",""95.97"",""95.97"",""7,087"""
"07/21/2022,""95.69"",""96.03"",""95.40"",""96.03"",""2,746"""
"07/20/2022,""95.25"",""95.86"",""95.00"",""95.77"",""7,268"""
"07/19/2022,""93.76"",""94.71"",""92.99"",""94.58"",""2,202"""
"07/18/2022,""94.74"",""95.15"",""94.40"",""94.46"",""8,017"""
"07/15/2022,""93.18"",""94.64"",""93.00"",""94.07"",""9,212"""
"07/14/2022,""93.66"",""94.85"",""92.30"",""92.73"",""5,961"""
"07/13/2022,""94.39"",""94.47"",""93.00"",""93.44"",""8,960"""
"07/12/2022,""94.39"",""95.03"",""94.22"",""94.75"",""6,471"""
"07/11/2022,""94.30"",""95.12"",""93.96"",""94.61"",""16,104"""
"07/08/2022,""94.88"",""95.71"",""94.59"",""95.26"",""19,063"""
"07/07/2022,""93.70"",""94.84"",""93.57"",""94.87"",""5,576"""
"07/06/2022,""92.83"",""93.34"",""92.40"",""92.86"",""908"""
"07/05/2022,""91.76"",""92.05"",""90.91"",""91.09"",""3,209"""
"07/04/2022,""91.23"",""91.36"",""90.96"",""91.24"",""9,550"""
"07/01/2022,""89.60"",""91.55"",""89.60"",""90.68"",""8,871"""
"06/30/2022,""90.60"",""90.96"",""89.90"",""90.53"",""12,316"""
"06/29/2022,""91.09"",""91.66"",""90.85"",""91.28"",""9,077"""
"06/28/2022,""92.66"",""93.44"",""92.15"",""92.07"",""23,749"""
"06/27/2022,""92.35"",""92.92"",""91.83"",""92.32"",""13,418"""
"06/24/2022,""90.64"",""91.89"",""90.46"",""91.83"",""2,318"""
"06/23/2022,""89.04"",""90.29"",""88.90"",""89.91"",""29,635"""
"06/22/2022,""88.91"",""89.83"",""88.30"",""89.41"",""3,872"""
"06/21/2022,""89.42"",""90.01"",""89.10"",""89.87"",""29,828"""
"06/20/2022,""88.47"",""88.94"",""88.17"",""88.83"",""5,983"""
"06/17/2022,""88.59"",""89.45"",""88.00"",""88.60"",""33,916"""
"06/16/2022,""90.76"",""90.78"",""88.00"",""88.32"",""22,663"""
"06/15/2022,""90.76"",""91.65"",""90.10"",""91.13"",""16,827"""
"06/14/2022,""91.53"",""91.65"",""90.28"",""90.38"",""7,446"""
"06/13/2022,""91.91"",""92.16"",""90.49"",""90.80"",""16,071"""
"06/10/2022,""94.81"",""95.14"",""93.10"",""93.11"",""9,619"""
"06/09/2022,""95.99"",""96.75"",""95.50"",""95.74"",""6,862"""
"06/08/2022,""97.02"",""97.02"",""96.17"",""96.54"",""10,474"""
"06/07/2022,""96.01"",""96.67"",""95.80"",""96.32"",""3,785"""
"06/06/2022,""96.85"",""97.43"",""96.29"",""96.74"",""7,481"""
"06/03/2022,""97.07"",""97.08"",""95.64"",""95.71"",""4,627"""
"06/02/2022,""96.21"",""96.51"",""95.73"",""96.26"",""1,344"""
"06/01/2022,""96.80"",""97.20"",""95.92"",""95.97"",""6,825"""
"05/31/2022,""96.67"",""97.00"",""96.10"",""96.21"",""5,310"""
"05/30/2022,""97.24"",""97.55"",""96.77"",""96.89"",""14,941"""
"05/27/2022,""94.72"",""96.20"",""94.54"",""96.21"",""3,991"""
"05/26/2022,""93.36"",""94.65"",""93.25"",""94.54"",""2,860"""
"05/25/2022,""93.11"",""93.54"",""92.50"",""93.34"",""6,929"""
"05/24/2022,""92.39"",""92.81"",""91.40"",""91.57"",""5,377"""
"05/23/2022,""93.95"",""94.11"",""92.61"",""93.56"",""9,632"""
"05/20/2022,""93.54"",""94.30"",""92.55"",""92.78"",""4,117"""
"05/19/2022,""93.49"",""93.56"",""92.28"",""92.61"",""5,788"""
"05/18/2022,""96.20"",""96.30"",""94.68"",""94.45"",""4,814"""
"05/17/2022,""95.84"",""96.68"",""95.31"",""95.80"",""3,262"""
"05/16/2022,""95.31"",""95.71"",""95.00"",""95.33"",""5,596"""
"05/13/2022,""94.41"",""95.94"",""94.33"",""95.71"",""9,506"""
"05/12/2022,""92.34"",""94.13"",""92.18"",""93.66"",""7,017"""
"05/11/2022,""93.82"",""94.80"",""93.00"",""94.34"",""3,722"""
"05/10/2022,""94.17"",""94.83"",""92.99"",""93.10"",""11,703"""
"05/09/2022,""95.83"",""95.98"",""93.67"",""93.67"",""7,972"""
"05/06/2022,""97.26"",""97.26"",""94.87"",""96.10"",""9,736"""
"05/05/2022,""99.82"",""99.85"",""97.25"",""97.50"",""2,616"""
"05/04/2022,""98.57"",""98.68"",""97.40"",""97.44"",""1,975"""
"05/03/2022,""98.29"",""98.65"",""97.74"",""98.51"",""10,723"""
"05/02/2022,""97.89"",""98.55"",""97.11"",""97.37"",""15,816"""
"04/29/2022,""100.00"",""100.20"",""99.06"",""99.24"",""3,725"""
"04/28/2022,""98.92"",""99.79"",""98.40"",""98.77"",""12,001"""
"04/27/2022,""97.55"",""98.69"",""97.12"",""98.23"",""8,861"""
"04/26/2022,""98.50"",""98.84"",""97.30"",""97.37"",""4,989"""
"04/25/2022,""97.51"",""98.00"",""97.00"",""97.26"",""8,977"""
"04/22/2022,""100.27"",""100.27"",""99.15"",""99.13"",""6,932"""
"04/21/2022,""101.01"",""101.74"",""100.92"",""101.24"",""3,108"""
"04/20/2022,""101.10"",""101.77"",""101.00"",""101.15"",""1,834"""
"04/19/2022,""100.98"",""101.26"",""99.93"",""101.23"",""12,589"""
"04/14/2022,""100.79"",""101.83"",""100.55"",""101.32"",""7,396"""
"04/13/2022,""100.91"",""100.92"",""100.35"",""100.68"",""989"""
"04/12/2022,""100.01"",""101.26"",""99.56"",""101.01"",""4,736"""
"04/11/2022,""101.24"",""101.53"",""100.45"",""100.52"",""27,965"""
"04/08/2022,""102.21"",""102.42"",""101.64"",""102.03"",""8,287"""
"04/07/2022,""101.37"",""101.75"",""100.75"",""100.81"",""13,656"""
"04/06/2022,""102.70"",""102.79"",""100.91"",""101.10"",""15,524"""
"04/05/2022,""103.15"",""103.44"",""102.80"",""102.90"",""3,615"""
"04/04/2022,""102.04"",""102.83"",""101.78"",""102.77"",""2,378"""
"04/01/2022,""101.49"",""102.11"",""101.37"",""101.46"",""13,800"""
"03/31/2022,""101.68"",""102.11"",""101.65"",""101.75"",""4,769"""
"03/30/2022,""102.40"",""102.46"",""101.75"",""101.80"",""7,439"""
"03/29/2022,""102.27"",""102.75"",""102.00"",""102.27"",""4,955"""
"03/28/2022,""101.70"",""102.16"",""101.59"",""101.63"",""3,856"""
"03/25/2022,""101.00"",""101.60"",""100.93"",""101.21"",""1,666"""
"03/24/2022,""101.08"",""101.17"",""100.42"",""100.91"",""3,516"""
"03/23/2022,""101.30"",""101.34"",""100.88"",""100.84"",""3,770"""
"03/22/2022,""100.58"",""101.26"",""100.36"",""101.00"",""2,942"""
"03/21/2022,""100.00"",""100.20"",""99.53"",""99.95"",""7,575"""
"03/18/2022,""98.56"",""99.46"",""98.30"",""99.39"",""4,700"""
"03/17/2022,""98.28"",""98.28"",""97.45"",""97.96"",""8,849"""
"03/16/2022,""96.96"",""97.91"",""96.90"",""97.72"",""4,587"""
"03/15/2022,""93.52"",""95.50"",""93.01"",""95.45"",""8,289"""
"03/14/2022,""95.87"",""95.94"",""94.65"",""94.72"",""6,187"""
"03/11/2022,""95.93"",""97.00"",""95.70"",""95.97"",""2,770"""
"03/10/2022,""96.05"",""96.09"",""94.50"",""94.91"",""4,627"""
"03/09/2022,""95.28"",""95.99"",""95.07"",""95.37"",""28,546"""
"03/08/2022,""94.73"",""95.69"",""94.30"",""94.42"",""10,649"""
"03/07/2022,""96.51"",""97.50"",""95.62"",""96.50"",""7,067"""
"03/04/2022,""97.91"",""98.00"",""96.74"",""97.08"",""6,921"""
"03/03/2022,""98.52"",""99.00"",""97.70"",""97.91"",""8,336"""
"03/02/2022,""97.12"",""98.40"",""96.90"",""98.32"",""3,555"""
"03/01/2022,""98.41"",""98.41"",""97.17"",""97.53"",""11,379"""
"02/28/2022,""97.00"",""97.89"",""96.55"",""97.80"",""10,026"""
"02/25/2022,""95.79"",""97.46"",""95.45"",""97.46"",""6,936"""
"02/24/2022,""93.31"",""95.05"",""92.80"",""94.69"",""17,062"""
"02/23/2022,""96.90"",""97.25"",""95.92"",""96.05"",""1,737"""
"02/22/2022,""95.80"",""97.31"",""95.80"",""96.65"",""24,523"""
"02/21/2022,""97.76"",""97.83"",""96.36"",""96.43"",""6,685"""
"02/18/2022,""98.31"",""98.44"",""97.33"",""97.52"",""6,241"""
"02/17/2022,""99.38"",""99.38"",""98.50"",""98.66"",""1,524"""
"02/16/2022,""99.32"",""99.77"",""98.86"",""99.03"",""7,394"""
"02/15/2022,""98.35"",""99.50"",""98.33"",""99.22"",""5,486"""
"02/14/2022,""98.36"",""98.67"",""97.42"",""98.43"",""7,674"""
"02/11/2022,""99.50"",""100.03"",""99.15"",""99.53"",""4,909"""
"02/10/2022,""100.88"",""100.94"",""100.00"",""100.14"",""2,429"""
"02/09/2022,""99.80"",""100.72"",""99.80"",""100.57"",""2,703"""
"02/08/2022,""98.86"",""99.23"",""98.50"",""99.07"",""11,421"""
"02/07/2022,""98.86"",""99.11"",""98.22"",""98.85"",""5,459"""
"02/04/2022,""99.22"",""99.27"",""97.71"",""98.01"",""3,168"""
"02/03/2022,""100.75"",""100.77"",""99.24"",""99.08"",""3,136"""
"02/02/2022,""101.37"",""102.27"",""100.81"",""100.96"",""23,496"""
"02/01/2022,""100.35"",""100.81"",""100.00"",""100.60"",""54,831"""
"01/31/2022,""99.42"",""100.11"",""98.95"",""99.63"",""3,977"""
"01/28/2022,""98.38"",""98.43"",""96.70"",""98.14"",""10,382"""
"01/27/2022,""96.97"",""99.60"",""96.97"",""98.85"",""6,177"""
"01/26/2022,""97.85"",""99.14"",""97.85"",""98.65"",""53,646"""
"01/25/2022,""97.25"",""98.00"",""96.35"",""97.12"",""15,979"""
"01/24/2022,""98.93"",""99.21"",""95.86"",""95.95"",""20,184"""
"01/21/2022,""100.02"",""100.16"",""98.75"",""99.92"",""34,512"""
"01/20/2022,""101.12"",""102.20"",""100.85"",""102.10"",""11,386"""
"01/19/2022,""100.82"",""101.96"",""100.82"",""101.20"",""4,601"""
"01/18/2022,""101.92"",""102.26"",""101.20"",""101.65"",""7,140"""
"01/17/2022,""102.21"",""102.71"",""102.15"",""102.62"",""7,106"""
"01/14/2022,""101.97"",""102.27"",""101.40"",""101.76"",""12,395"""
"01/13/2022,""103.00"",""103.45"",""102.89"",""103.07"",""9,241"""
"01/12/2022,""103.77"",""103.93"",""103.20"",""103.37"",""3,653"""
"01/11/2022,""102.78"",""103.28"",""102.42"",""102.97"",""4,529"""
"01/10/2022,""103.14"",""103.21"",""101.20"",""101.74"",""6,267"""
"01/07/2022,""103.29"",""103.55"",""102.43"",""102.75"",""4,050"""
"01/06/2022,""103.41"",""103.68"",""102.70"",""103.40"",""7,597"""
"01/05/2022,""105.10"",""105.22"",""104.80"",""104.93"",""2,789"""
"01/04/2022,""105.47"",""105.83"",""104.92"",""105.16"",""7,427"""
"01/03/2022,""104.70"",""105.20"",""104.50"",""104.93"",""7,850"""
"12/30/2021,""104.68"",""105.11"",""104.64"",""104.94"",""995"""
"12/29/2021,""104.90"",""105.18"",""104.05"",""104.27"",""1,720"""
"12/28/2021,""104.79"",""105.25"",""104.67"",""104.92"",""1,305"""
"12/27/2021,""103.49"",""104.45"",""103.11"",""104.39"",""3,974"""
"12/23/2021,""103.02"",""103.81"",""103.02"",""103.78"",""1,710"""
"12/22/2021,""102.27"",""102.77"",""102.00"",""102.71"",""1,530"""
"12/21/2021,""101.44"",""101.81"",""101.11"",""101.76"",""6,065"""
"12/20/2021,""100.56"",""100.97"",""100.05"",""100.10"",""10,319"""
"12/17/2021,""102.37"",""102.87"",""101.38"",""102.72"",""5,005"""
"12/16/2021,""103.64"",""104.15"",""102.98"",""103.23"",""14,446"""
"12/15/2021,""102.27"",""102.48"",""101.73"",""101.73"",""4,202"""
"12/14/2021,""103.10"",""103.10"",""101.66"",""101.77"",""1,816"""
"12/13/2021,""103.56"",""104.05"",""102.60"",""102.66"",""4,996"""
"12/10/2021,""102.99"",""103.60"",""102.86"",""102.97"",""2,116"""
"12/09/2021,""103.33"",""103.45"",""103.11"",""103.50"",""2,344"""
"12/08/2021,""103.71"",""104.00"",""103.00"",""103.20"",""6,188"""
"12/07/2021,""102.41"",""103.95"",""102.29"",""103.89"",""9,618"""
"12/06/2021,""100.93"",""101.40"",""100.13"",""101.29"",""7,882"""
"12/03/2021,""101.29"",""101.55"",""99.86"",""100.23"",""6,438"""
"12/02/2021,""100.50"",""100.91"",""99.65"",""100.60"",""9,528"""
"12/01/2021,""101.33"",""102.30"",""101.25"",""102.19"",""18,417"""
